행정기관코드,시도명,시군구명,행정동,행정동인구,자치구인구,비율
1174055000,서울특별시,강동구,고덕1동,23890,458614,0.052091737277972325
1174056000,서울특별시,강동구,고덕2동,22765,458614,0.04963869397794223
1174057000,서울특별시,강동구,암사1동,33996,458614,0.0741276978025093
1174058000,서울특별시,강동구,암사2동,14909,458614,0.03250882005346544
1174059000,서울특별시,강동구,암사3동,17360,458614,0.037853183723131
1174060000,서울특별시,강동구,천호1동,26187,458614,0.05710030657590043
1174061000,서울특별시,강동구,천호2동,33009,458614,0.0719755611472829
1174062000,서울특별시,강동구,천호3동,26176,458614,0.05707632126363347
1174064000,서울특별시,강동구,성내1동,19561,458614,0.04265242665945654
1174065000,서울특별시,강동구,성내2동,22704,458614,0.04950568451900727
1174066000,서울특별시,강동구,성내3동,22524,458614,0.04911319759100245
1174068500,서울특별시,강동구,길동,44748,458614,0.09757225030199689
1174069000,서울특별시,강동구,둔촌1동,61,458614,0.00013300945893496491
1174070000,서울특별시,강동구,둔촌2동,24121,458614,0.0525954288355785
